subset,subset_name,family,image,miou,dice,pixel_acc,model_id,display_name,group,category,architecture,encoder,input_mode,params_m,train_seconds
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 20 (4).jpg,0.3747694227430556,0.4284208078145592,0.7495388454861112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 20 (5).jpg,0.3423337824656582,0.407240691264458,0.6835123697916666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 20 (6).jpg,0.346923828125,0.4096281349091957,0.69384765625,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 50 (1).jpg,0.224444307013532,0.3110139305609267,0.4472927517361111,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 50 (2).jpg,0.2777815037737891,0.4292286292130642,0.4445258246527778,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 50 (3).jpg,0.2535052891073746,0.3381638131415511,0.5046657986111112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
5884-armor-steel,5884 Armor Steel,Steel,armor steel x 50 (4).jpg,0.3182094184844294,0.462229914830042,0.5210232204861112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (1).jpg,0.4793972439236111,0.4894819205362212,0.9587944878472222,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (2).jpg,0.4744194878472222,0.4868739734417193,0.9488389756944444,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (3).jpg,0.4845106336805556,0.4921334692640454,0.9690212673611112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (4).jpg,0.4753553602430556,0.4873663278218909,0.9507107204861112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (5).jpg,0.4441053602430556,0.4703980921459049,0.8882107204861112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (6).jpg,0.4711507161458333,0.4851468554908451,0.9423014322916666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (7).jpg,0.4795735677083333,0.489573814073274,0.9591471354166666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (8).jpg,0.4844970703125,0.4921264724116553,0.968994140625,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (9).jpg,0.4823404947916667,0.4910115152017231,0.9646809895833334,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (10).jpg,0.4829915364583333,0.4913486215746336,0.9659830729166666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (11).jpg,0.4802110460069444,0.4899057687251795,0.9604220920138888,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (12).jpg,0.4811469184027778,0.4903923249191296,0.9622938368055556,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (13).jpg,0.4858669704861111,0.4928321822634345,0.9717339409722222,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (14).jpg,0.482421875,0.4910536779324055,0.96484375,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (15).jpg,0.4554443359375,0.4766832758400409,0.910888671875,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (16).jpg,0.4593370225694444,0.4788067298176163,0.9186740451388888,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (17).jpg,0.4375949435763889,0.4667206735428993,0.8751898871527778,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (18).jpg,0.4795735677083333,0.489573814073274,0.9591471354166666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (19).jpg,0.4807807074652778,0.4902020439490533,0.9615614149305556,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (20).jpg,0.4798041449652778,0.4896939326402635,0.9596082899305556,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (21).jpg,0.4830729166666667,0.4913907284768212,0.9661458333333334,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (22).jpg,0.4775390625,0.4885114885114885,0.955078125,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (23).jpg,0.4811876085069444,0.4904134584813591,0.9623752170138888,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (24).jpg,0.4805908203125,0.4901033237893688,0.961181640625,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x5,418 Printed 17-4 PH Steel,Steel,x5 (25).jpg,0.4815266927083333,0.4905895033579305,0.9630533854166666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (1).jpg,0.1628534552851254,0.2495857072149925,0.3207465277777778,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (2).jpg,0.1112641176392659,0.186386035131486,0.21728515625,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (3).jpg,0.0883525271694753,0.1528750973195417,0.1735568576388889,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (4).jpg,0.0834982710517754,0.1480431447937347,0.1612684461805555,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (5).jpg,0.0962176001424797,0.1683772006497458,0.1841634114583333,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (6).jpg,0.2222653390410542,0.3437601415614391,0.3940700954861111,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (7).jpg,0.1951106440205,0.2807758542650427,0.3901095920138889,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (8).jpg,0.2660989304043791,0.3950323266572457,0.4621853298611111,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (9).jpg,0.2033350207798305,0.2935559529234363,0.4007975260416667,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (10).jpg,0.1300868822128785,0.2286971625643686,0.2322048611111111,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (11).jpg,0.4852430555555556,0.492511013215859,0.9704861111111112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (12).jpg,0.4870741102430556,0.4934524218481621,0.9741482204861112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (13).jpg,0.4949001736111111,0.4974370160322827,0.9898003472222222,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (14).jpg,0.4919840494791667,0.4959596373928381,0.9839680989583334,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (15).jpg,0.4913465711805556,0.4956355178546996,0.9826931423611112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (16).jpg,0.48779296875,0.4938210578348986,0.9755859375,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (17).jpg,0.4913330078125,0.4956286171653737,0.982666015625,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (18).jpg,0.4890950520833333,0.4944874115517525,0.9781901041666666,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (19).jpg,0.4911973741319444,0.4955595998850559,0.9823947482638888,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (20).jpg,0.2465142144097222,0.3302203891785825,0.4930284288194444,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
418-17-4ph-x20,418 Printed 17-4 PH Steel,Steel,x20 (21).jpg,0.2793104383680556,0.3584071566562821,0.5586208767361112,dl_deeplabv3_r34,DeepLabV3 (ResNet34),general,context-atrous,DeepLabV3,resnet34,rgb,26.010189,39.0425488948822
4130-steel,4130 Steel,Steel,4130x10 (1).jpg,0.4348111013869747,0.5978502233730524,0.6265733506944444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (2).jpg,0.4484658934608952,0.6159181943992407,0.6278483072916666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (3).jpg,0.4330370110319268,0.5937187359721465,0.6305609809027778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (4).jpg,0.4217925209658915,0.5792324406031066,0.6268174913194444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (5).jpg,0.4466660199382248,0.6175100925344028,0.6175130208333334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (6).jpg,0.4932180471968025,0.6606086712005869,0.6606174045138888,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (7).jpg,0.4981829803175646,0.6649258505310898,0.6654188368055556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (8).jpg,0.4926040068548459,0.6596023103403195,0.6614040798611112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (9).jpg,0.4797617881725191,0.6483716296354531,0.6486002604166666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (10).jpg,0.4968900032412661,0.6632284920303897,0.6658799913194444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (11).jpg,0.4850218052858892,0.6510435487955311,0.6594509548611112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (12).jpg,0.4929243449398413,0.658429817016958,0.6659613715277778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (13).jpg,0.4872971829529545,0.6533813747228381,0.6607530381944444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (14).jpg,0.4928094474305486,0.6574589480709703,0.6683756510416666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (15).jpg,0.4899614188299042,0.656142792312085,0.6621636284722222,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (16).jpg,0.4843246667108025,0.6519242422554354,0.6544867621527778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (17).jpg,0.318087773111891,0.4807406554002393,0.486328125,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (18).jpg,0.4869535466329678,0.6529604560513358,0.6607530381944444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (19).jpg,0.4861676325595584,0.6534720857808287,0.6565212673611112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x10 (20).jpg,0.470291472426835,0.6394402974747255,0.6405164930555556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (1).jpg,0.5093530125833812,0.6670493618653109,0.6985948350694444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (2).jpg,0.5126794855077584,0.6711615215751758,0.6981608072916666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (3).jpg,0.5022692938435394,0.6628107636499763,0.6860894097222222,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (4).jpg,0.4432766130383045,0.5986319452193498,0.6532118055555556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (5).jpg,0.606973366163097,0.755165023832045,0.7564832899305556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (6).jpg,0.6287201507290654,0.7718225676245531,0.7730034722222222,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (7).jpg,0.6188562209289399,0.7641037930811989,0.7664930555555556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (8).jpg,0.6157335345473691,0.7619119365583542,0.7632649739583334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (9).jpg,0.6177678624808471,0.7633633988605012,0.7652723524305556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (10).jpg,0.6096523156221633,0.7567455105840163,0.7605794270833334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (11).jpg,0.6219731056244062,0.7654850876228387,0.7731119791666666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (12).jpg,0.6184378030885053,0.7630704337116881,0.7691786024305556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (13).jpg,0.6290045089507269,0.7710105927367745,0.7776963975694444,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (14).jpg,0.6291491707554695,0.7710391413442854,0.7781575520833334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (15).jpg,0.6144691210500584,0.76056602102521,0.7638617621527778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (16).jpg,0.6003712582162113,0.7500573503410455,0.751220703125,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (17).jpg,0.3395214872181065,0.5030124126103183,0.5148111979166666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (18).jpg,0.6005344948239666,0.7504132932050358,0.7504340277777778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (19).jpg,0.6070015707808882,0.7553848762793995,0.7556966145833334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
4130-steel,4130 Steel,Steel,4130x20 (20).jpg,0.6079415894654236,0.7561313067895327,0.75634765625,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (1).jpg,0.4756912069750131,0.6420160295964644,0.6792534722222222,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (2).jpg,0.4756546512796567,0.6427112248034232,0.6750759548611112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (3).jpg,0.4791110845362621,0.643403882643571,0.6911892361111112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (4).jpg,0.4925158195200032,0.6575198879512162,0.6943088107638888,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (5).jpg,0.4194437277589511,0.5852734930779441,0.6407606336805556,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (6).jpg,0.4861791752210487,0.6505691175810518,0.69482421875,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (7).jpg,0.4524080198034622,0.6212405036609034,0.6481119791666666,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (8).jpg,0.4871734944549337,0.6514180133805112,0.6959906684027778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (9).jpg,0.4900068186995797,0.6537673652214262,0.6981879340277778,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (10).jpg,0.4818747498231627,0.6435008269999375,0.7036675347222222,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (11).jpg,0.4761024137566472,0.6390898407940543,0.6936848958333334,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
6280-cast-iron-high,6280 Gray Cast Iron,Cast Iron,6280 x 20 (1).jpg,0.5476558684142354,0.6757160463352844,0.8064236111111112,dl_deeplabv3p_r34,DeepLabV3+ (ResNet34),general,context-atrous,DeepLabV3Plus,resnet34,rgb,22.440541,17.58085870742798
